Entry;Country;Site_Name;Sample_Id;Biome 1;Biome 2;Region;Valley, locality, closest town, political jurisdiction;Latitude (WGS 84);Longitude (WGS 84);Altitude (masl);Exact_coordinates?;Site location_radius (km);Ref_coordinates;Archaeological_site_description;Archaeological_site_function;Archeological_Culture;Relative_chronology (Period/phase) ;Relative_date_from;Relative_date_to;Age_System_Relative;Absolute_chronology_method;Radiocarbon_Lab_Code;Conventional 14C_date (BP);Error (±1σ);Calibrated/modelled 14C (95%)_from;Calibrated/modelled 14C (95%)_to;Age_System_Absolute;Material_dated;Lab_Id;Type_source;Taxon/local name;Genus/Species;Phostosynthetic_Pathway;Plant_domesticate;Sample_type;wt%C;wt%N;C:N;δ13C;δ15N;δ34S;δ18O;87Sr/86Sr;Other_isotope_or analytical value;Description_ of_ other_isotope_or_analytical_value;Extra_information;Description_of_extra_information;Additional_info_source;Preservation_criteria ;Comments;Original_Reference;Original_Full_Reference;Compilation_Reference;Compilation_Full_Reference;Link_ to_source;Link_to_source_2;;;;;;;;;;;;;;;;;
2367;Peru;Pachacamac;203-3ghi;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Late Intermediate Period/Late Horizon;1480;;BCE/CE;;;;;;;;;203-3ghi;Terrestrial flora;Maize;Zea mays;C4;Yes;Cob;;;105.8;-10.2;17.3;;;;;;Prehistoric uncarbonized plant;;203-3ghi;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2368;Peru;El Faro;167-1;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;North-Central Coast of Peru;Lower Valley of Supe, Puerto Supe, Lima department;-10.8042;-77.7489;36;Exact;;https://sigda.cultura.gob.pe/;Domestic architecture;Residence;;Middle Formative ;-1250;;BCE/CE;;;;;;;;;167-1;Terrestrial flora;Maize;Zea mays;C4;Yes;Cob;;;20.1;-14.0;46.0;;;;;;Prehistoric uncarbonized plant;;167-1;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2369;Peru;El Faro;167-1g;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;North-Central Coast of Peru;Lower Valley of Supe, Puerto Supe, Lima department;-10.8042;-77.7489;36;Exact;;https://sigda.cultura.gob.pe/;Domestic architecture;Residence;;Middle Formative ;-1250;;BCE/CE;;;;;;;;;167-1g;Terrestrial flora;Maize;Zea mays;C4;Yes;Cob;;;208.4;-10.7;37.6;;;;;;Prehistoric uncarbonized plant;;167-1g;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2370;Peru;Pachacamac;192;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Middle Horizon/Late Intermediate/Inka Period;800;1532;BCE/CE;;;;;;;;;192;Terrestrial flora;Maize;Zea mays;C4;Yes;Cob;;;44.4;-12.0;24.2;;;;;;Prehistoric uncarbonized plant;;192;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2371;Peru;Pachacamac;192gbi;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Middle Horizon/Late Intermediate/Inka Period;800;1532;BCE/CE;;;;;;;;;192gbi;Terrestrial flora;Maize;Zea mays;C4;Yes;Cob;;;193.3;-10.1;13.4;;;;;;Prehistoric uncarbonized plant;;192gbi;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2372;Peru;Pachacamac;217;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Middle Horizon/Late Intermediate/Inka Period;800;1532;BCE/CE;;;;;;;;;217;Terrestrial flora;Maize;Zea mays;C4;Yes;Husk;;;75.9;-13.0;28.2;;;;;;Prehistoric uncarbonized plant;;217;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2373;Peru;Pachacamac;217g;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Middle Horizon/Late Intermediate/Inka Period;800;1532;BCE/CE;;;;;;;;;217g;Terrestrial flora;Maize;Zea mays;C4;Yes;Husk;;;208.6;-12.5;34.8;;;;;;Prehistoric uncarbonized plant;;217g;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2374;Peru;Pachacamac;217gh;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Middle Horizon/Late Intermediate/Inka Period;800;1532;BCE/CE;;;;;;;;;217gh;Terrestrial flora;Maize;Zea mays;C4;Yes;Husk;;;360.5;-10.7;;;;;;;Prehistoric uncarbonized plant;;217gh;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2375;Peru;Pachacamac;203-1;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Late Intermediate Period/Late Horizon;1480;;BCE/CE;;;;;;;;;203-1;Terrestrial flora;Maize;Zea mays;C4;Yes;Husk;;;97.5;-17.3;20.5;;;;;;Prehistoric uncarbonized plant;;203-1;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2376;Peru;Pachacamac;203-1g;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;Central Coast of Peru;Lower Lurin Valley, Lurin, Lima department;-12.258;-76.9004;27;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture;;;Late Intermediate Period/Late Horizon;1480;;BCE/CE;;;;;;;;;2031g;Terrestrial flora;Maize;Zea mays;C4;Yes;Husk;;;;-12.7;;;;;;;Prehistoric uncarbonized plant;;203-1g;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
2377;Peru;San Diego;20;Desert and xeric shrublands;Pacific Coastal Desert, Chala region;North-Central Coast of Peru;Lower Casma Valley, Ancash department;-9.4719;-78.338;36;Exact;;https://sigda.cultura.gob.pe/;Monumental architecture + Domestic architecture;Complex;;Late Formative;-500;;BCE/CE;;;;;;;;;20;Terrestrial flora;Maize;Zea mays;C4;Yes;Seed;;;26.5;-9.3;12.3;;;;;;Prehistoric uncarbonized plant;;20;1;"The study includes isotope values of modern and prehistoric plants. The letters after the numbers indicate the treatment received by the plant. Several types of treatments were performed: b, boiling; c, roasting over charcoal; d, anaerobic carbonization; e, aerobic carbonization; f, ashing; g. removal of carbonates and fulvic and humie acids; h, removal of exchangeable ammonium: I. removal of organics and inorpanics bound by silicates; and j, incubation in a soil microbial bath. ";DeNiro and Hastorf (1985);DeNiro, M. J., & Hastorf, C. A. (1985). Alteration of 15N/14N and 13C/12C Ratios of Plant Matter During the Initial Stages of Dagenesis: Studies Utilizing Archaeological Specimens from Peru. Geochimica et Cosmochimica Acta, 49(1), 97–115.;"Cadwallader et al. (2012); Washburn et al. (2020)";Cadwallader, L., Beresford-Jones, D.G., Whaley, O.Q., & O’Connell, T.C.  (2012). The Signs of Maize? A Reconsideration of What δ13C Values Say about Palaeodiet in the Andean Region. Human Ecology, 40,487–509.;https://doi.org/10.1016/0016-7037(85)90194-2;https://www.sciencedirect.com/science/article/abs/pii/0016703785901942;;;;;;;;;;;;;;;;;
